cat,medcodeid,aurumterm,disease_num,score
Any malignancy,317041000006111,"[m]struma ovarii, malignant",11,2
Any malignancy,1235290011,[m]giant cell sarcoma (except of bone),11,2
Any malignancy,729541000006117,malig neop of scapula and long bones of upper arm nos,11,2
Any malignancy,1219789016,[m]bronchiolo-alveolar adenocarcinoma,11,2
Any malignancy,289358018,malignant neoplasm of pons,11,2
Any malignancy,157732017,primary malignant neoplasm of liver,11,2
Any malignancy,305181000006113,[m]alveolar adenocarcinoma,11,2
Any malignancy,291428012,[m]respiratory tract adenoma or adenocarcinoma nos,11,2
Any malignancy,826561000006112,hodgkin's mixed cellularity of intrathoracic lymph nodes,11,2
Any malignancy,536081000006111,carcinoma in situ of other specified part respiratory system,11,2
Any malignancy,291638011,[m]liposarcoma nos,11,2
Any malignancy,745011000006112,leukaemic reticuloendotheliosis,11,2
Any malignancy,138122012,clark melanoma level 1,11,2
Any malignancy,291436015,[m]adenocarcinoma in villous adenoma,11,2
Any malignancy,733371000006119,lung cancer,11,2
Any malignancy,720451000006113,malignant neoplasm other gallbladder/extrahepatic bile duct,11,2
Any malignancy,291438019,[m]pituitary adenomas and carcinomas,11,2
Any malignancy,288941012,malignant neoplasm of calcaneum,11,2
Any malignancy,289144010,malignant neoplasm of upper-outer quadrant of female breast,11,2
Any malignancy,174562015,malignant neoplasm of descended testis,11,2
Any malignancy,1228267010,[m]granulocytic sarcoma,11,2
Any malignancy,311211000006112,[m]liver cell carcinoma,11,2
Any malignancy,289166015,"malignant neoplasm of uterus, part unspecified",11,2
Any malignancy,288564018,malignant neoplasm of nasopharynx nos,11,2
Any malignancy,292178015,[x]other myeloid leukaemia,11,2
Any malignancy,307051000006111,[m]clear cell sarcoma of kidney,11,2
Any malignancy,291441011,[m]oxyphilic adenoma or adenocarcinoma nos,11,2
Any malignancy,720501000006110,"malignant neoplasm rectum,rectosigmoid junction and anus nos",11,2
Any malignancy,312361000006114,"[m]meningioma, malignant",11,2
Any malignancy,291445019,[m]renal adenoma and carcinoma,11,2
Any malignancy,720521000006117,malignant neoplasm skin of other and unspecified parts face,11,2
Any malignancy,396131000006116,"[x]mal neoplasm/periph nerves+autonomic nervous system,unspc",11,2
Any malignancy,288702015,malignant neoplasm of liver and intrahepatic bile ducts nos,11,2
Any malignancy,305941000006117,[m]bile duct carcinoma,11,2
Any malignancy,306641000006116,[m]cholangiocarcinoma,11,2
Any malignancy,288931014,malignant neoplasm of long bones of leg,11,2
Any malignancy,305971000006113,[m]biliary tract adenomas and adenocarcinomas,11,2
Any malignancy,288971016,malignant neoplasm of connective and soft tissue of finger,11,2
Any malignancy,289964018,acute leukaemia nos,11,2
Any malignancy,308941000006114,"[m]gastrinoma, malignant",11,2
Any malignancy,314791000006110,[m]papillary and follicular adenocarcinoma,11,2
Any malignancy,1222216017,[m]follicular carcinoma,11,2
Any malignancy,2663476014,hodgkin's granuloma,11,2
Any malignancy,288460012,malignant neoplasm of upper labial sulcus,11,2
Any malignancy,1235798017,malignant melanoma of external surface of nose,11,2
Any malignancy,1227557016,[v]personal history of malignant neoplasm of large intestine,11,2
Any malignancy,109371000006115,teratoma of descended testis,11,2
Any malignancy,153129011,carcinoma in situ of cervix uteri,11,2
Any malignancy,291375013,[m]pancreatic adenomas and carcinomas,11,2
Any malignancy,288820017,malignant neoplasm of upper lobe of lung,11,2
Any malignancy,133678011,acute panmyelosis,11,2
Any malignancy,313541000006114,[m]myxoid liposarcoma,11,2
Any malignancy,535221000006113,carcinoma gallbladder,11,2
Any malignancy,414252013,mucosa-associated lymphoma,11,2
Any malignancy,154089015,letterer-siwe disease of lymph nodes of multiple sites,11,2
Any malignancy,723401000006118,malignant neoplasm of pancreas,11,2
Any malignancy,289435015,malignant neoplasm of axilla nos,11,2
Any malignancy,288517018,malignant neoplasm of other specified site of oropharynx nos,11,2
Any malignancy,289903010,chloroma,11,2
Any malignancy,292101010,[x]other specified carcinomas of liver,11,2
Any malignancy,1230828016,"[m]malignant lymphoma, mixed small and large cell, diffuse",11,2
Any malignancy,826751000006118,"hodgkin's paragranuloma of lymph nodes of head, face, neck",11,2
Any malignancy,311641000006114,"[m]malign lymphoma,lymphocytic,intermediate differn, diffuse",11,2
Any malignancy,173825018,melanoma in situ of scalp,11,2
Any malignancy,288909018,malignant neoplasm of carpal bone - scaphoid,11,2
Any malignancy,288573014,malignant neoplasm of pharynx unspecified,11,2
Any malignancy,289252019,malignant neoplasm of seminal vesicle,11,2
Any malignancy,725611000006117,malignant neoplasm of floor of mouth,11,2
Any malignancy,291495018,[m]cystadenocarcinoma nos,11,2
Any malignancy,510045016,carcinoma in situ of vocal fold - glottis,11,2
Any malignancy,289921013,histiocytic leukaemia,11,2
Any malignancy,1216360019,[v]personal history of lymphoid leukaemia,11,2
Any malignancy,155624015,malignant neoplasm of tibia,11,2
Any malignancy,291508010,"[m]serous cystadenocarcinoma, nos",11,2
Any malignancy,291347011,[m]squamous cell carcinoma nos,11,2
Any malignancy,288763010,malignant neoplasm of spleen nos,11,2
Any malignancy,288410018,"malignant neoplasm of lip, vermilion border nos",11,2
Any malignancy,289749011,sezary's disease nos,11,2
Any malignancy,746041000006117,"letterer-siwe disease of lymph nodes of head, face and neck",11,2
Any malignancy,315741000006117,[m]pseudomucinous adenocarcinoma,11,2
Any malignancy,314921000006110,[m]papillary mucinous cystadenocarcinoma,11,2
Any malignancy,291909010,[m]prolymphocytic lymphosarcoma,11,2
Any malignancy,288638017,malignant neoplasm of pyloric canal of stomach,11,2
Any malignancy,288354011,"malignant neoplasm of lower lip, external",11,2
Any malignancy,289354016,malignant neoplasm of cerebral ventricle nos,11,2
Any malignancy,308951000006111,[m]gelatinous adenocarcinoma,11,2
Any malignancy,290867017,carcinoma in situ of breast and genitourinary system,11,2
Any malignancy,288852017,"malignant neoplasm of heart, thymus and mediastinum nos",11,2
Any malignancy,288653013,malignant neoplasm of anterior wall of stomach nec,11,2
Any malignancy,289045014,malignant melanoma of upper limb or shoulder nos,11,2
Any malignancy,725861000006118,malignant neoplasm of gum,11,2
Any malignancy,316531000006112,[m]signet ring cell carcinoma,11,2
Any malignancy,414278016,follicular non-hodgkin's large cell lymphoma,11,2
Any malignancy,312251000006118,[m]melanocarcinoma,11,2
Any malignancy,721051000006113,malignant neoplasm of vagina,11,2
Any malignancy,309991000006111,[m]hodgkin's disease nos,11,2
Any malignancy,153247014,carcinoma in situ of maxillary sinus,11,2
Any malignancy,311951000006115,[m]malignant melanoma in giant pigmented naevus,11,2
Any malignancy,154192019,malignant histiocytosis of lymph nodes of multiple sites,11,2
Any malignancy,1217367011,"malignant neoplasm, overlapping lesion of eye and adnexa",11,2
Any malignancy,289911017,other myeloid leukaemia nos,11,2
Any malignancy,1219545019,diffuse non-hodgkin's immunoblastic (diffuse) lymphoma,11,2
Any malignancy,2168861000000117,non-follicular lymphoma,11,2
Any malignancy,289180010,malignant neoplasm of squamocolumnar junction of cervix,11,2
Any malignancy,288972011,malignant neoplasm of connective and soft tissue of thumb,11,2
Any malignancy,315251000006110,"[m]phaeochromocytoma, malignant",11,2
Any malignancy,289799010,diffuse non-hodgkin's small cell (diffuse) lymphoma,11,2
Any malignancy,305901000006119,[m]basosquamous carcinoma,11,2
Any malignancy,720791000006111,"malignant neoplasm of upper lip, buccal aspect",11,2
Any malignancy,153088015,carcinoma in situ of ampulla of vater,11,2
Any malignancy,291363015,[m]transitional cell carcinoma nos,11,2
Any malignancy,153299011,carcinoma in situ of rectosigmoid junction,11,2
Any malignancy,344901000006110,[v]personal history of malignant neoplasm of genital organ,11,2
Any malignancy,317731000006116,[m]transitional cell papillomas and carcinomas,11,2
Any malignancy,310341000006114,[m]inflammatory carcinoma,11,2
Any malignancy,288390016,"malignant neoplasm of lip unspecified, frenulum",11,2
Any malignancy,729551000006115,"malig neop of upper respiratory tract, part unspecified",11,2
Any malignancy,1770521000006118,[m]pigmented basal cell carcinoma,11,2
Any malignancy,404441000006117,[x]oth and unspecif peripheral & cutaneous t-cell lymphomas,11,2
Any malignancy,729381000006115,malig neop of connective and soft tissue of abdominal wall,11,2
Any malignancy,304921000006113,[m]adenosquamous carcinoma,11,2
Any malignancy,289157019,malignant neoplasm of other site of male breast,11,2
Any malignancy,1220817012,[m]letterer - siwe disease,11,2
Any malignancy,289127011,malignant neoplasm of skin of great toe,11,2
Any malignancy,289960010,other specified leukaemia nos,11,2
Any malignancy,304631000006117,[m]adenocarcinoma with cartilaginous and osseous metaplasia,11,2
Any malignancy,288391017,"malignant neoplasm of lip unspecified, mucosa",11,2
Any malignancy,1770491000006115,"[m]basal cell carcinoma, nodular",11,2
Any malignancy,289647019,hodgkin's sarcoma of lymph nodes of multiple sites,11,2
Any malignancy,2872841013,hepatosplenic t-cell lymphoma,11,2
Any malignancy,288759015,"malignant neoplasm of intestinal tract, part unspecified",11,2
Any malignancy,289030019,malignant melanoma of buttock,11,2
Any malignancy,292102015,"[x]malignant neoplasm of intestinal tract, part unspecified",11,2
Any malignancy,315101000006118,"[m]paraganglioma, malignant",11,2
Any malignancy,726631000006118,malignant neoplasm of costo-vertebral joint,11,2
Any malignancy,727911000006116,malignant neoplasm of ampulla of vater,11,2
Any malignancy,721311000006114,malignant neoplasm of tongue,11,2
Any malignancy,289602015,burkitt's lymphoma of unspecified site,11,2
Any malignancy,155446017,malignant neoplasm of parietal peritoneum,11,2
Any malignancy,1210554010,malignant neoplasm of adrenal medulla,11,2
Any malignancy,305951000006115,[m]bile duct cystadenocarcinoma,11,2
Any malignancy,288747019,malignant neoplasm of specified parts of peritoneum,11,2
Any malignancy,288412014,malignant neoplasm of fixed part of tongue nos,11,2
Any malignancy,313651000006112,[m]naevocarcinoma,11,2
Any malignancy,291528014,[m]signet ring carcinoma nos,11,2
Any malignancy,1227573010,[v]personal history of malignant neoplasm of bladder,11,2
Any malignancy,314051000006119,[m]nodular melanoma,11,2
Any malignancy,826171000006110,hodgkin's disease nos of lymph nodes inguinal region and leg,11,2
Any malignancy,289023013,malignant melanoma of scalp and neck,11,2
Any malignancy,155457010,malignant neoplasm of periadrenal tissue,11,2
Any malignancy,291452017,[m]follicular adenocarcinoma nos,11,2
Any malignancy,316821000006112,[m]spindle cell sarcoma,11,2
Any malignancy,1221446018,"[m]acral lentiginous melanoma, malignant",11,2
Any malignancy,1210561014,malignant neoplasm of body of uterus,11,2
Any malignancy,291486014,[m]ceruminous adenoma and adenocarcinoma,11,2
Any malignancy,290791018,carcinoma in situ of upper lobe bronchus and lung,11,2
Any malignancy,1235301017,[m]juvenila melanoma,11,2
Any malignancy,291360017,[m]basal cell carcinoma nos,11,2
Any malignancy,1227581011,[v]personal history of malignant neoplasm of brain,11,2
Any malignancy,316801000006119,"[m]spindle cell melanoma, type b",11,2
Any malignancy,289022015,malignant melanoma of face nos,11,2
Any malignancy,291526013,[m]mucinous adenoma or adenocarcinoma nos,11,2
Any malignancy,726331000006111,malignant neoplasm of colon,11,2
Any malignancy,720531000006119,malignant neoplasm skin other and unspec part of face nos,11,2
Any malignancy,288472018,overlapping lesion of other and unspecified parts of mouth,11,2
Any malignancy,826741000006115,hodgkin's paragranuloma of lymph nodes of axilla and arm,11,2
Any malignancy,396631000006112,[x]malignant neoplasms/independent (primary) multiple sites,11,2
Any malignancy,724791000006119,malignant neoplasm of larynx,11,2
Any malignancy,288897014,"malignant neoplasm of rib, sternum and clavicle nos",11,2
Any malignancy,157687013,nodular lymphoma of intrapelvic lymph nodes,11,2
Any malignancy,307281000006110,[m]cylindroid adenocarcinoma,11,2
Any malignancy,155085015,malignant neoplasm of aortic body,11,2
Any malignancy,1233285010,"[m]hodgkin,s disease, lymphocytic predominance, nodular",11,2
Any malignancy,288649011,malignant neoplasm of lesser curve of stomach unspecified,11,2
Any malignancy,289452016,malignant neoplasm of specified site nos,11,2
Any malignancy,291624016,[m]soft tissue tumour or sarcoma nos,11,2
Any malignancy,1231237017,[m]fibrosarcoma nos,11,2
Any malignancy,215914013,"[m]hodgkin's disease, nodular sclerosis nos",11,2
Any malignancy,201743012,plasma cell leukaemia,11,2
Any malignancy,344771000006118,[v]personal history of malig neop of gastrointestinal tract,11,2
Any malignancy,288675010,"malignant neoplasm of rectum, rectosigmoid junction and anus",11,2
Any malignancy,288968012,"malignant neoplasm of connective and soft tissue, upper arm",11,2
Any malignancy,826911000006116,"hodgkin's, lymphocytic-histiocytic pred inguinal and leg",11,2
Any malignancy,289060012,malignant melanoma of other specified skin site,11,2
Any malignancy,1225879015,[m]myxosarcoma,11,2
Any malignancy,289413011,malignant neoplasm of aortic body and other paraganglia,11,2
Any malignancy,308551000006116,[m]fibroliposarcoma,11,2
Any malignancy,289364013,malignant neoplasm of other part of brain nos,11,2
Any malignancy,289054012,malignant melanoma of foot,11,2
Any malignancy,482740014,malignant neoplasm of spinal meninges,11,2
Any malignancy,292105018,"[x]malignant neoplasm of bronchus or lung, unspecified",11,2
Any malignancy,288700011,malignant neoplasm of liver unspecified,11,2
Any malignancy,729311000006110,"malig neop eyeball excl conjunctiva, cornea, retina, choroid",11,2
Any malignancy,2663376010,hodgkin's sarcoma,11,2
Any malignancy,157692010,nodular lymphoma of lymph nodes of multiple sites,11,2
Any malignancy,155459013,malignant neoplasm of pericardium,11,2
Any malignancy,289711012,hodgkin's disease nos of lymph nodes of multiple sites,11,2
Any malignancy,310541000006117,[m]intraepithelial squamous cell carcinoma,11,2
Any malignancy,310491000006110,[m]intraepidermal carcinoma nos,11,2
Any malignancy,304721000006111,[m]adenolymphoma,11,2
Any malignancy,1221282014,[m]myxoid leiomyosarcoma,11,2
Any malignancy,173821010,melanoma in situ of lip,11,2
Any malignancy,723001000006113,malignant neoplasm of pleura,11,2
Any malignancy,290865013,carcinoma in situ of other specified sites of skin,11,2
Any malignancy,308101000006110,[m]epidermoid carcinoma in situ,11,2
Any malignancy,291419011,"[m]carcinoid tumour, nonargentaffin, malignant",11,2
Any malignancy,459741000006115,acute promyelocytic leukaemia,11,2
Any malignancy,729351000006111,"malig neop of bone, connective tissue, skin and breast os",11,2
Any malignancy,380129018,carcinoma of caecum,11,2
